电影名,导演,编剧,演员,类型,电影时长(分钟),上映时间(年),评分,票房,发行公司,制片公司
男孩别哭 Boys Don't Cry,金伯莉·皮尔斯,"金伯莉·皮尔斯,Andy Bienen","希拉里·斯万克,科洛·塞维尼,彼得·萨斯加德,布兰登·萨克斯顿,艾丽西亚·格兰逊,艾莉森·福兰德,珍内塔·阿尔内特,罗伯·坎贝尔,Matt McGrath,Cheyenne Rushing,Jerry Haynes,卢·佩里曼,利比·维拉利,盖尔·克罗纳奥尔,Chad Briley,Ryan Thomas Brockington,Gabriel Horn,Caitlin Wehrle",剧情,118,1999,8.1,0.0,暂无发行公司,暂无制片公司
麦田,何平,何平,"范冰冰,黄觉,杜家毅,王学圻,王志文,王姬,李歌",剧情,108,2009,5.0,980.2,中国电影集团公司电影发行放映分公司  China Film Group company Film Issues and Show Branch company,"博纳影业集团股份有限公司 Bona Film Group/北京经典文化传媒有限公司 Beijing Jingdian Media Co.,Ltd"
御猫三戏锦毛鼠 御貓三戲錦毛鼠,刘家良,倪匡,"傅声,郑少秋,惠英红,刘家辉",喜剧,97,1982,6.7,0.0,暂无发行公司,暂无制片公司
大宋提刑官,阚卫平,"钱林森,廉声","何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟",剧情,120,2005,9.2,0.0,暂无发行公司,暂无制片公司
因子8号 Faktor 8 - Der Tag ist gekommen,雷纳·马苏塔尼,贝内迪克特·罗斯考,"格热娜·祖可若夫斯基,杰米斯·巴特勒,安德烈·赫尼克,弗朗索瓦·高斯克",剧情,90,2009,6.2,0.0,暂无发行公司,暂无制片公司
娱乐至上 There's No Business Like Show Business,沃尔特 朗 (Walter Lang (I)),"亨利 伊弗龙 (Henry Ephron),拉玛 托尔蒂 (Lamar Trotti),Phoebe Ephron,玛丽莲·梦露 Marilyn Monroe","Marilyn Monroe,米基·盖纳,唐纳德·奥康纳,埃塞尔·默尔曼 Ethel Merman",剧情,117,1954,6.6,0.0,暂无发行公司,暂无制片公司
中原镖局 天地英豪,陈明华,余金,"杨丽菁,狄龙,元彪,龙少强,午马,秦豪",武侠,120,1995,8.7,0.0,暂无发行公司,暂无制片公司
李宗伟：败者为王 Lee Chong Wei,马逸腾,"马逸腾,方恩庭","李国煌,杨雁雁,拿督·罗斯彦·诺,黄炜杰,曾冠源,李宗伟,阿什利·华,黄家荣",剧情,110,2018,7.0,0.0,暂无发行公司,暂无制片公司
狂人皮埃罗 Pierrot le fou,让-吕克·戈达尔,让-吕克·戈达尔,"让-保罗·贝尔蒙多,安娜·卡里娜,贾泽拉·加瓦尼",剧情,110,1965,8.3,0.0,暂无发行公司,暂无制片公司
陆小凤传奇之绣花大盗 陸小鳳傳奇之繡花大盜,楚原,楚原,"刘永,岳华,凌云,井莉,施思",动作,88,1978,7.3,0.0,暂无发行公司,暂无制片公司
饥饿站台 El hoyo,加尔德·加兹特鲁·乌鲁蒂亚,"大卫·德索拉,佩德罗·里韦罗","伊万·马萨戈,佐里昂·伊圭里奥尔,安东尼亚·圣胡安,埃米利奥·布阿勒,亚历山德拉·玛桑凯,马里奥·帕尔多,阿尔吉斯·阿洛斯卡斯,米莉安·马丁,Zihara Llana,Txubio Fernández de Jáuregui,Eric Goode,Óscar Oliver,Chema Trujillo,Gorka Zufiaurre,Miriam K. Martxante",科幻,94,2019,7.8,0.0,暂无发行公司,暂无制片公司
哈利·波特与阿兹卡班的囚徒 Harry Potter and the Prisoner of Azkaban,阿方索·卡隆,"史蒂夫·克洛夫斯,J·K·罗琳","丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,加里·奥德曼,朱丽·沃特斯,邦妮·怀特,大卫·休里斯,迈克尔·刚本,艾伦·瑞克曼,玛吉·史密斯,汤姆·费尔顿,艾玛·汤普森,朱莉·克里斯蒂,蒂莫西·斯波",奇幻,141,2004,8.6,0.0,暂无发行公司,暂无制片公司
欲盖弄潮 Shelter,乔纳·马科维茨,乔纳·马科维茨,"特莱沃·怀特,布莱德·罗,蒂娜·霍尔姆斯,凯蒂·瓦德尔,马特·布谢尔,罗斯·托马斯,阿尔伯特·瑞德,Robbi Chong,克里斯蒂娜·布莱文斯",剧情,97,2008,8.1,0.0,暂无发行公司,暂无制片公司
人人都在聊杰米 Everybody's Talking About Jamie,Jonathan Butterell,"Dan Gillespie Sells,汤姆·麦克雷","John McCrea,Josie Walker,Tamsin Carroll,Daniel Davids,Phil Nichol,Lucie Shorthouse",剧情,160,2018,9.1,0.0,暂无发行公司,暂无制片公司
舞厅 Le bal,埃托尔·斯科拉,"埃托尔·斯科拉,富里奥·斯卡佩利,Jean-Claude Penchenat,鲁杰罗·马卡里","Étienne Guichard,Régis Bouquet,弗朗西斯科·德·罗萨,Arnault LeCarpentier,Liliane Delval",歌舞,110,1983,8.3,0.0,暂无发行公司,暂无制片公司
活火熔城 Volcano,米克·杰克逊,"Jerome Armstrong,Billy Ray","汤米·李·琼斯,安·海切,盖比·霍夫曼,唐·钱德尔,杰奎琳·金,凯斯·大卫,约翰·考伯特,迈克尔·里斯波利,约翰·卡洛·林奇",剧情,104,1997,6.9,0.0,暂无发行公司,暂无制片公司
疯狂的果实 狂った果実,中平康,石原慎太郎,"石原裕次郎,津川雅彦,北原三枝,芦田伸介,石原慎太郎,东谷暎子,深见泰三,紅澤葉子",剧情,86,1956,7.2,0.0,暂无发行公司,暂无制片公司
父母爱情,孔笙,刘静,"郭涛,梅婷,王菁华,郭广平,张延,刘琳,任帅,刘奕君,娜仁花,毕彦君,贾延鹏,关晓彤,方慧,黄诗佳,张陆,张龄心,杨立新,刘天池,刘敏涛,王永泉,赵千紫,杨司晨,崔明浩,石云鹏,柳明明,张娇娇,陈雅熙,张乐昊旻,彭婧,张琛,李金江,赵一龙,郭鹏,李超,王宏,张昕琦,张昕瑶,柳莹,战鹤文,陈旭,黄海,张九妹,林龙麒,王丹彤,王天泽,李小川,吕添尧,刘凌志,杨晓丹,张元戎,黄岗,王仪伟,傅晓娜,兰娟,阚博,蒋雯丽,杨心仪,江昊桐",爱情,120,2014,9.5,0.0,暂无发行公司,"山东影视传媒集团有限公司 Shandong Film and TV Group Co.,Ltd/中央电视台 China Central Television /新丽传媒股份有限公司 New Classic Media  Corporation/新丽电视文化投资有限公司 Xinli Television Investment Co., Ltd/山东电影电视剧制作中心 Shandong Film TV Entertainment Production Center"
空中浩劫 第十二季 Mayday Season 12,George D'Amato,Mike Sheehan,"Stephen Bogaert,Stuart Hughes,Evan Sabba",纪录片,120,2008,9.5,0.0,暂无发行公司,暂无制片公司
速度与激情8 The Fate of the Furious,F·加里·格雷,"克里斯·摩根,盖瑞·斯科特·汤普森","范·迪塞尔,道恩·强森,查理兹·塞隆,杰森·斯坦森,米歇尔·罗德里格兹,泰瑞斯·吉布森,卢达克里斯,库尔特·拉塞尔,娜塔莉·伊曼纽尔,卢克·伊万斯,埃尔莎·帕塔奇,克里斯托弗·海维尤,斯科特·伊斯特伍德,帕特里克·圣埃斯普利特",动作,136,2017,7.1,0.0,暂无发行公司,暂无制片公司
隔山有眼2 The Hills Have Eyes II,马丁·韦兹,"韦斯·克雷文,乔纳森·克里文","麦克·麦克米兰,杰西卡·斯特普,丹妮拉·阿隆索,迈克尔·贝利·史密斯,德里克·梅耶斯",惊悚,89,2007,6.4,0.0,暂无发行公司,暂无制片公司
极限特工 xXx,罗伯·科恩,里奇·威尔克斯,"范·迪塞尔,艾莎·阿基多,马尔顿·索克斯,塞缪尔·杰克逊,Michael Roof,里奇·穆勒,维尔纳·德恩,彼得·雅克尔,Jan Pavel Filipensky,汤姆·埃沃雷特,丹尼·特雷霍,托马斯·伊安·格里菲斯,伊芙,莱拉·阿尔切里,威廉·霍普",动作,124,2002,7.3,0.0,暂无发行公司,暂无制片公司
死亡实验 The Experiment,保罗·舒尔灵,"保罗·舒尔灵,Mario Giordano","艾德里安·布洛迪,福里斯特·惠特克,凯姆·吉甘戴,费舍·史蒂芬斯,玛姬·格蕾斯,小克利夫顿·克林斯,Ethan Cohn,崔维斯·费米尔,大卫·班纳,廖炳勝",剧情,96,2010,7.3,0.0,暂无发行公司,暂无制片公司
97风流梦 97風流夢,陈地,陈大炜,"邢小路,李中宁,金彪 ,黄一飞,余慕莲,叶先儿",剧情,94,1994,5.8,0.0,暂无发行公司,暂无制片公司
黑之宣告 シュヴァルツェスマーケン,渡边哲哉,"樋口达人,渡边哲哉","铃村健一,田中美海,山本希望,南条爱乃,安野希世乃,加藤英美里,安济知佳,村濑迪与,田村由加莉,三宅健太,成田剑,沼仓爱美,福原香织",科幻,120,2016,6.1,0.0,暂无发行公司,暂无制片公司
桥 Мост,哈伊鲁丁·克尔瓦瓦茨,"乔尔杰·莱博维奇,普雷德拉格·戈卢博维奇","韦利米尔·巴塔·日沃伊诺维奇,斯洛博丹·佩罗维奇,鲍里斯·德沃尔尼克",动作,105,1969,8.8,0.0,暂无发行公司,暂无制片公司
叶问：终极一战 葉問：終極一戰,邱礼涛,"李敏,冼国林","黄秋生,曾志伟,钟欣潼,陈小春,周定宇,袁咏仪,周楚濋,蒋璐霞,熊欣欣,洪天明",剧情,100,2013,6.2,0.0,暂无发行公司,暂无制片公司
忠烈杨家将,于仁泰,"黄子桓,刘诗嘉,于仁泰","郑少秋,徐帆,郑伊健,于波,周渝民,李晨,林峯,吴尊,付辛博,邵兵,梁家仁,安以轩,李倩",战争,103,2013,6.1,6181.9,"华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd/河南电影电视制作集团有限公司 Henan Film and Television Production Group Co.,Ltd/中国电影集团公司 China Film Group Corporation","华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd/河南电影电视制作集团有限公司 Henan Film and Television Production Group Co.,Ltd/香港天马电影出品有限公司 Pegasus Motion Pictures Limited/天马影联影视文化（北京）有限公司 Tianma Yinglian Entertainment（Beijing） Co., LTD/湖北省电影发行放映总公司  Hubei Films Distribution Co.,Ltd/河北电影制片厂 Hebei Film Studio/江西电影制片厂 Jiangxi Film Studio"
她 Elle,保罗·范霍文,"菲利普·迪昂,大卫·伯克,哈罗德·曼宁","伊莎贝尔·于佩尔,罗兰·拉斐特,安妮·康斯金尼,夏尔·贝尔林,维尔日妮·埃菲拉,朱迪思·马格里,克里斯蒂安·贝克尔,乔纳斯·布洛凯,爱丽丝·伊萨,维马拉·庞斯,阿蒂尔·马泽,卢卡斯·普瑞索",剧情,130,2016,7.7,0.0,暂无发行公司,暂无制片公司
超新约全书 Le tout nouveau testament,雅克·范·多梅尔,"雅克·范·多梅尔,托马斯·冈兹格","伯努瓦·波尔沃德,凯瑟琳·德纳芙,弗朗索瓦·达密安,友兰达·梦露,皮利·格劳恩,劳拉·薇琳顿,塞尔日·拉里维埃尔,约翰·雷森,马可·洛伦兹尼,多米尼克·阿贝尔,薇薇安·德·莫恩科,约翰·海尔登贝格,帕斯卡·杜奎奈,哈里·克莱文,安妮-玛丽·卢珀",喜剧,113,2015,7.9,0.0,暂无发行公司,暂无制片公司
万箭穿心,王竞,吴楠,"颜丙燕,陈刚,焦刚,李现,赵倩,王沫溪,杨鸣秋,何明兰,刘善良,黄首霞,孙仲江,张瑞田,余龙钢",剧情,118,2012,8.6,265.1,"武汉天河影业有限公司 WuHan TianHe Film Industry Co., LTD/湖北银兴院线影业有限责任公司 HuBei Yin Xin Theatre Chain Co., LTD",北京今典影业有限公司 Antaeus Film Group/国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT/北京电影学院青年电影制片厂 Beijing Film Academy Youth Film Studio
将恋爱进行到底 恋はつづくよどこまでも,田中健太,金子亚里纱,"上白石萌音,佐藤健,每熊克哉,昴生,渡边圭祐,泷内公美,吉川爱,堀田真由,香里奈,平岩纸,片濑那奈,莲佛美沙子,山本耕史,瑛莲,原扶贵子,安藤圣",剧情,120,2020,7.8,0.0,暂无发行公司,暂无制片公司
西游降魔篇,周星驰,"周星驰,郭子健,霍昕,王芸,冯志强,卢正雨,李尚正,江玉仪","文章,舒淇,黄渤,罗志祥,李尚正,陈炳强,赵志凌,周秀娜,杨迪,释彦能,冯勉恒,谢晶晶,何文辉,唐艺昕,卢正雨,张煜雯,葛行于,张超理,程思寒",喜剧,110,2013,7.1,124699.1,"华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd","威秀电影亚洲有限公司 Village Roadshow Asia Co., LTD/比高集团有限公司 BinGo Group Co.,Ltd/华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd"
九品芝麻官,王晶,王晶,"周星驰,吴孟达,张敏,徐锦江,钟丽缇,蔡少芬,吴启华,邹兆龙,梁荣忠,黄一飞,苑琼丹,刘洵,黄一山",喜剧,108,1994,8.5,0.0,暂无发行公司,暂无制片公司
13骇人游戏 13 Sins,丹尼尔·斯坦,"丹尼尔·斯坦,David Birke","朗·普尔曼,马克·韦伯,普路特·泰勒·文斯,德文·格拉耶,卢蒂娜·卫斯理,布里特妮·阿尔格",惊悚,92,2014,6.6,0.0,暂无发行公司,暂无制片公司
玩命快递3 Transporter 3,奥利维尔·米加顿,"吕克·贝松,罗伯特·马克·卡门","杰森·斯坦森,娜塔尔雅·卢达科娃,弗朗索瓦·贝莱昂,罗伯特·克耐普,杰罗恩·克拉比,Alex Kobold,David Atrakchi,Yann Sundberg,艾瑞克·艾伯纳尼,大卫·卡门诺斯,西尔维奥·西马克,蒂莫·迪尔克斯,保罗·巴雷特,卡琪娅·申库,Franck Neel,Semmy Schilt,埃里克·莫罗",动作,104,2009,7.0,0.0,暂无发行公司,暂无制片公司
燕子李三,王新民,桂雨清,"张立,林芳兵,李琦,刘长纯,金巧巧,舒耀瑄,姬麒麟,常江,潘俞,廖学秋,管寿义,孟春江,何施雨,李明启,邱悦,刘延广,段宇华,赵箭,李奕泽",剧情,120,1999,7.6,0.0,暂无发行公司,暂无制片公司
银翼杀手2049 Blade Runner 2049,丹尼斯·维伦纽瓦,"汉普顿·范彻,迈克尔·格林,菲利普·K·迪克","瑞恩·高斯林,哈里森·福特,安娜·德·阿玛斯,西尔维娅·侯克斯,罗宾·怀特,杰瑞德·莱托,戴夫·巴蒂斯塔,麦肯兹·戴维斯,卡拉·朱里,爱德华·詹姆斯·奥莫斯,巴克德·阿巴蒂,大卫·达斯马齐连,西娅姆·阿巴斯,连尼·詹姆斯,马克·阿诺德,肖恩·杨",剧情,163,2017,8.3,0.0,暂无发行公司,暂无制片公司
关灯后 Lights Out,大卫·F·桑德伯格,"大卫·F·桑德伯格,埃里克·海瑟尔","泰莉莎·帕尔墨,加布里埃尔·贝特曼,亚历山大·蒂珀希亚,玛丽亚·贝罗,艾丽西娅·维拉-贝利,比利·伯克,安迪·奥修,罗南多·博伊斯,玛莉亚·罗素,伊丽莎白·潘,洛塔·洛斯滕,阿米尔·米勒,伊娃·坎特尔,艾米丽·阿琳·林德",恐怖,81,2016,6.7,0.0,暂无发行公司,暂无制片公司
宠爱,杨子,"冉甲男,杨子","于和伟,吴磊,张子枫,钟汉良,杨子姗,陈伟霆,钟楚曦,檀健次,阚清子,郭麒麟,李兰迪,郎月婷,李倩,龚蓓苾,余皑磊,王紫逸",剧情,108,2019,6.0,68427.5,上海淘票票影视文化有限公司,暂无制片公司
新飞狐外传 新飛狐外傳,刘仕裕,王晶,"黄日华,万梓良,惠英红,戴佩龄,顾冠忠,梁家仁,元秋",剧情,90,1984,6.5,0.0,暂无发行公司,暂无制片公司
光猪六壮士 The Full Monty,彼得·卡坦纽,西蒙·博福伊,"罗伯特·卡莱尔,马克·阿蒂,威廉· 史乃普,史蒂夫·惠森,汤姆·威尔金森,保罗·巴伯,雨果·斯皮尔,莱斯利·夏普,艾米莉·伍夫,迪尔德丽·科斯特洛,保罗·巴特沃斯,Dave Hill,Bruce Jones,Andrew Livingston,Vinny Dhillon,Steve Garti,Dennis Blanch,David Lonsdale,恩·赖特尔",喜剧,91,1997,7.8,0.0,暂无发行公司,暂无制片公司
霹雳惊鸿之刀剑春秋 霹靂驚鴻之刀劍春秋,黄强华,"周郎,八叉,申呈山,伯风",黄文择,武侠,120,2012,8.5,0.0,暂无发行公司,暂无制片公司
风吹麦浪 The Wind That Shakes the Barley,肯·洛奇,Paul Laverty,"基里安·墨菲,帕德莱克·德兰尼,利亚姆·坎宁安,Orla Fitzgerald",剧情,127,2006,8.0,0.0,暂无发行公司,暂无制片公司
犬屋敷 真人版 いぬやしき,佐藤信介,"奥浩哉,桥本裕志","木梨宪武,佐藤健,本乡奏多,二阶堂富美,三吉彩花,福崎那由他,滨田麻里,齐藤由贵,伊势谷友介",动作,127,2018,6.7,0.0,暂无发行公司,暂无制片公司
荒唐六蛟龙 The Ridiculous 6,弗兰克·克拉斯,"提姆·赫利希,亚当·桑德勒","亚当·桑德勒,泰瑞·克鲁斯,豪尔赫·加西亚,泰勒·洛特纳,罗伯·施奈德,卢克·威尔逊,威尔·福特,斯蒂夫·扎恩,哈威·凯特尔,尼克·诺特,乔恩·拉威茨,惠特妮·卡明,大卫·斯佩德,丹尼·特雷霍,尼克·斯旺森",喜剧,119,2015,6.2,0.0,暂无发行公司,暂无制片公司
大侦探皮卡丘 Pokémon Detective Pikachu,罗伯·莱特曼,"丹·埃尔南德斯,罗伯·莱特曼,德里克·康纳利,尼科尔·帕尔曼","瑞恩·雷诺兹,贾斯蒂斯·史密斯,凯瑟琳·纽顿,克里斯·吉尔,比尔·奈伊,渡边谦,瑞塔·奥拉,苏琪·沃特豪斯,卡兰·索尼,普莉安卡·伯福德,乔丹·朗,贝恩·科拉科,卡迪夫·克尔万,奥马尔·查帕罗,伯纳多·桑托斯,大谷育江,露丝·霍洛克斯,丹尼尔·厄根,贾格·帕特尔,查利·蕾娅·埃斯奎尔,黛博拉·洛克,所罗门·塔伊沃·贾斯提费尔德,尼克·欧文福特,凯文·马塔迪恩,迪柏洛,竹内凉真",喜剧,104,2019,6.5,0.0,暂无发行公司,暂无制片公司
异形2 Aliens,詹姆斯·卡梅隆,"詹姆斯·卡梅隆,大卫·吉勒,沃尔特·希尔,丹·欧班农,罗纳德·舒塞特","西格妮·韦弗,凯莉·赫恩,迈克尔·比恩,保罗·雷瑟,兰斯·亨利克森,比尔·帕克斯顿,威廉·霍普,詹妮特·戈德斯坦恩,阿尔·马修斯,马克·罗斯顿,里科·罗斯,科莱特·希勒,丹尼尔·卡什,辛西娅·戴尔·斯科特,提普·蒂平,保罗·马克斯韦尔,约翰·利斯,卡尔·图普",动作,137,1986,8.0,0.0,暂无发行公司,暂无制片公司
疯城记：万圣节特辑 Psychoville Halloween Special,Matt Lipsey,"史蒂夫·佩姆伯顿,里斯·谢尔史密斯","Matthew Fenton,艾琳·阿特金斯,Steve Pemberton,Alex Waldmann,里斯·谢尔史密斯,麦茜·威廉姆斯",喜剧,60,2010,8.7,0.0,暂无发行公司,暂无制片公司
101真狗 101 Dalmatians,斯蒂芬·赫瑞克,"约翰·休斯,道迪·史密斯","格伦·克洛斯,杰夫·丹尼尔斯,乔莉·理查德森,琼·普莱怀特,休·劳瑞,马克·威廉姆斯,约翰·斯拉普内尔,蒂姆·麦克纳尼,休·弗拉瑟,佐伦·维斯,马克·哈迪根,迈克尔·珀西瓦尔,内维尔·菲利普斯,约翰·本菲尔德,比尔·斯图尔特,安德鲁·斯派曼,约翰·彼得斯,布莱恩·卡普龙",喜剧,103,1996,7.4,0.0,暂无发行公司,暂无制片公司
光荣战役 Glory,爱德华·兹威克,"Kevin Jarre,Lincoln Kirstein,Peter Burchard","马修·布罗德里克,丹泽尔·华盛顿,摩根·弗里曼",剧情,122,1989,8.1,0.0,暂无发行公司,暂无制片公司
绝代双骄 絕代雙驕,曾志伟,司徒卓汉,"刘德华,林青霞,张敏,吴孟达,顾美华,吴镇宇,袁咏仪,叶德娴",喜剧,102,1992,6.3,0.0,暂无发行公司,暂无制片公司
超人 Superman,理查德·唐纳,"杰里·西格尔,乔·舒斯特,马里奥·普佐,大卫·纽曼,莱斯利·纽曼,罗伯特·本顿","克里斯托弗·里夫,马龙·白兰度,吉恩·哈克曼,尼德·巴蒂,杰基·库珀,格伦·福特,特瑞沃·霍华德,玛戈·基德,杰克·奥哈罗兰,瓦莱丽·佩莱恩,玛丽亚·雪儿,特伦斯·斯坦普,菲莉丝·德丝达,苏珊娜·约克,杰夫·伊斯特,马克·麦克卢尔,莎拉·道格拉斯",动作,143,1978,7.7,0.0,暂无发行公司,暂无制片公司
朽木 第二季 Deadwood Season 2,艾德·比安奇,David Milch,"伊恩·麦柯肖恩,蒂莫西·奥利芬特,莫莉·帕克,布拉德·道里夫,W·厄尔·布朗,约翰·浩克斯,葆拉·马尔科姆森,安娜·冈,罗宾·薇格特,鲍沃斯·布斯",剧情,120,2005,8.7,0.0,暂无发行公司,暂无制片公司
古灵精探 古靈精探,张乾文,黄国辉,"郭晋安,郭羡妮,曾华倩,马国明,胡定欣",喜剧,120,2008,7.6,0.0,暂无发行公司,暂无制片公司
罗曼蒂克消亡史,程耳,程耳,"葛优,章子怡,浅野忠信,杜淳,钟欣潼,倪大红,赵宝刚,袁泉,闫妮,韩庚,霍思燕,杜江,王传君,钟汉良,马晓伟,吕行,乔笑笑,刘天阳,赵海涛,叶禾,周敬峰,杨露璐,松峰莉璃,松浦敬之,平田康之,张晓龙,郭晓小,小黑",剧情,125,2016,7.7,12297.3,"华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd/华谊兄弟国际有限公司 Huayi Brother International Co.,Ltd/香港英皇影业有限公司 Emperor Motion Pictures/华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd/华影天下（天津）电影发行有限责任公司 Huaying Tianxia （Tianjin）Film Distribution Co.,Ltd /华谊兄弟（北京）电影发行有限公司 H.Brothers （Beijing）Movie Distribution Co.,Ltd ","华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd/香港英皇影业有限公司 Emperor Motion Pictures/华谊兄弟电影国际发行公司 HuaYi Brothers Film International Issues Company/海南喜悦电影有限公司 Hainan Xiyue /海南巨亿制梦影业有限公司 Hainan Juyi Zhimeng Pictures Co.,Ltd /大地时代文化传播（北京）有限公司 Dadi Century Films（Beijing）Co.,Ltd/上海东方娱乐传媒集团有限公司 Shanghai Media Group Limited/重庆电影集团有限公司 ChongQing Film Group Co., LTD/华谊兄弟国际有限公司 Huayi Brother International Co.,Ltd"
东邪西毒：终极版 東邪西毒終極版,王家卫,"王家卫,金庸","张国荣,林青霞,梁朝伟,张学友,张曼玉,刘嘉玲,梁家辉,杨采妮,白丽",剧情,93,2009,8.7,0.0,暂无发行公司,暂无制片公司
白头山 백두산,李海准,李海准,"李秉宪,河正宇,马东锡,全慧珍,裴秀智",动作,130,2019,6.4,0.0,暂无发行公司,暂无制片公司
